MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
60,RL,8918,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,745.0,745.0,GasA,Ex,Y,SBrkr,745,745,0,0.0,0.0,2,1,3,1,Gd,Typ,1,Attchd,2005.0,Fin,Y,36,20,0,0,0,0,0,7,2009,WD,Normal
120,RL,3182,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1204.0,1220.0,GasA,Ex,Y,SBrkr,1220,0,0,0.0,0.0,2,0,2,1,Gd,Typ,1,Attchd,2005.0,Fin,Y,100,16,0,0,0,0,0,8,2009,WD,Normal
80,RL,9434,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,0.0,0.0,2,1,3,1,Gd,Typ,1,BuiltIn,2004.0,Fin,Y,100,0,0,0,0,0,0,8,2009,WD,Normal
60,RL,7984,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,BrkFace,200.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,868.0,868.0,GasA,Ex,Y,SBrkr,868,762,0,0.0,0.0,2,1,3,1,Gd,Typ,1,BuiltIn,2004.0,Fin,Y,120,48,0,0,0,0,0,9,2009,WD,Normal
60,RL,10125,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,846.0,846.0,GasA,Ex,Y,SBrkr,846,748,0,0.0,0.0,2,1,3,1,Gd,Typ,1,Attchd,2004.0,Fin,Y,300,48,0,0,0,0,0,7,2009,WD,Normal
60,RL,8965,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,652.0,Unf,0.0,130.0,782.0,GasA,Ex,Y,SBrkr,806,683,0,1.0,0.0,2,1,3,1,Gd,Typ,1,Attchd,2003.0,Fin,Y,0,75,0,0,0,0,0,6,2009,WD,Normal
60,RL,8174,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,494.0,Unf,0.0,204.0,698.0,GasA,Ex,Y,SBrkr,698,644,0,1.0,0.0,2,1,3,1,Gd,Typ,1,Attchd,2003.0,Fin,Y,100,56,0,0,0,0,0,5,2009,WD,Normal
60,RL,12891,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,None,100.70914127423822,Gd,TA,PConc,Ex,TA,No,GLQ,651.0,Unf,0.0,219.0,870.0,GasA,Ex,Y,SBrkr,878,1126,0,1.0,0.0,2,1,4,1,Gd,Typ,1,BuiltIn,2002.0,Fin,Y,0,48,0,0,0,0,0,7,2009,WD,Normal
80,RL,9734,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,241.0,Rec,113.0,30.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,0.0,0.0,2,1,3,1,Gd,Typ,0,BuiltIn,2004.0,Fin,Y,0,0,0,0,0,0,0,5,2009,WD,Normal
60,RL,8433,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,683.0,Unf,0.0,111.0,794.0,GasA,Ex,Y,SBrkr,819,695,0,1.0,0.0,2,1,3,1,TA,Typ,1,Attchd,2000.0,Fin,Y,0,72,0,0,0,0,0,6,2009,WD,Normal
80,RL,7750,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1999,2000,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774,656,0,0.0,0.0,2,1,3,1,TA,Typ,1,BuiltIn,1999.0,RFn,Y,0,0,0,0,0,0,0,3,2009,WD,Normal
60,RL,15896,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,ALQ,913.0,Unf,0.0,264.0,1177.0,GasA,Ex,Y,SBrkr,1223,1089,0,1.0,0.0,2,1,4,1,Gd,Typ,1,BuiltIn,1999.0,Fin,Y,298,0,0,0,0,0,0,5,2009,WD,Normal
80,RL,7848,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,6,1999,1999,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774,656,0,0.0,0.0,2,1,3,1,TA,Typ,1,BuiltIn,1999.0,Fin,Y,0,0,0,0,0,0,0,6,2009,WD,Normal
60,RL,12720,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,BrkFace,150.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1173.0,Unf,0.0,282.0,1455.0,GasA,Ex,Y,SBrkr,1466,1221,0,1.0,0.0,2,1,4,1,Gd,Typ,2,BuiltIn,2000.0,RFn,Y,252,30,0,0,0,0,0,9,2009,WD,Normal
60,RL,9085,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1996,Gable,CompShg,BrkFace,286.0,Gd,TA,PConc,Gd,TA,No,GLQ,816.0,Unf,0.0,254.0,1070.0,GasA,Ex,Y,SBrkr,1094,967,0,1.0,0.0,2,1,3,1,Gd,Typ,1,Attchd,1995.0,Fin,Y,296,102,209,0,0,0,0,11,2009,WD,Normal
60,RL,11692,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1993,1994,Gable,CompShg,BrkFace,372.0,Gd,TA,PConc,Gd,TA,No,GLQ,624.0,Unf,0.0,549.0,1173.0,GasA,Ex,Y,SBrkr,1215,1017,0,1.0,0.0,2,1,3,1,Gd,Typ,1,Attchd,1993.0,RFn,Y,173,165,0,0,0,0,0,10,2009,WD,Normal
20,RL,11194,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,Stone,240.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1696.0,1696.0,GasA,Ex,Y,SBrkr,1696,0,0,0.0,0.0,2,0,3,1,Gd,Typ,0,Attchd,2008.0,RFn,Y,120,56,0,0,0,0,0,9,2009,WD,Normal
20,RL,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,BrkFace,294.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1614.0,1614.0,GasA,Ex,Y,SBrkr,1658,0,0,0.0,0.0,2,1,3,1,Gd,Typ,1,Attchd,2008.0,Fin,Y,144,44,0,0,0,0,0,9,2009,WD,Normal
20,RL,10130,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,Stone,260.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1294.0,Unf,0.0,408.0,1702.0,GasA,Ex,Y,SBrkr,1702,0,0,1.0,0.0,2,0,3,1,Gd,Typ,1,Attchd,2007.0,RFn,Y,0,69,0,0,0,0,0,3,2009,WD,Normal
20,RL,9139,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,Stone,206.0,Gd,TA,PConc,Ex,TA,Av,GLQ,379.0,Unf,0.0,1043.0,1422.0,GasA,Ex,Y,SBrkr,1432,0,0,0.0,0.0,2,0,3,1,Gd,Typ,1,Attchd,2006.0,Fin,Y,297,50,0,0,0,0,0,9,2009,WD,Normal
20,RL,11128,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,PosN,PosN,1Fam,1Story,9,5,2005,2006,Hip,CompShg,Stone,198.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2158.0,Unf,0.0,300.0,2458.0,GasA,Ex,Y,SBrkr,2490,0,0,1.0,0.0,2,0,2,1,Ex,Typ,2,Attchd,2005.0,Fin,Y,70,226,0,0,0,0,0,10,2009,WD,Normal
20,FV,7993,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,CompShg,None,100.70914127423822,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1436.0,1436.0,GasA,Ex,Y,SBrkr,1436,0,0,0.0,0.0,2,0,3,1,Gd,Typ,0,Attchd,2008.0,Fin,Y,0,121,0,0,0,0,0,10,2009,New,Partial
20,FV,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Hip,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1402.0,1402.0,GasA,Ex,Y,SBrkr,1402,0,0,0.0,0.0,2,0,3,1,Gd,Typ,0,Attchd,2008.0,RFn,Y,205,126,0,0,0,0,0,5,2009,WD,Normal
20,FV,12606,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2007,2008,Gable,CompShg,Stone,120.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1530.0,1530.0,GasA,Ex,Y,SBrkr,1530,0,0,0.0,0.0,2,0,3,1,Gd,Typ,1,Attchd,2008.0,RFn,Y,212,136,0,0,0,0,0,5,2009,WD,Normal
20,FV,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,Stone,238.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,1348.0,1372.0,GasA,Ex,Y,SBrkr,1448,0,0,0.0,0.0,2,0,2,1,Gd,Typ,1,Attchd,2006.0,RFn,Y,0,140,0,0,0,0,0,6,2009,WD,Normal
60,FV,10603,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,Stone,121.0,Gd,TA,PConc,Ex,Gd,No,GLQ,682.0,Unf,0.0,218.0,900.0,GasA,Ex,Y,SBrkr,909,886,0,1.0,0.0,2,1,3,1,Gd,Typ,1,Attchd,2006.0,Fin,Y,168,45,0,0,0,0,0,7,2009,WD,Normal
20,FV,8125,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,BrkFace,288.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1836.0,1836.0,GasA,Ex,Y,SBrkr,1836,0,0,0.0,0.0,2,0,3,1,Gd,Typ,1,Attchd,2009.0,Fin,Y,0,175,0,0,0,0,0,10,2009,New,Partial
20,FV,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1430.0,Unf,0.0,222.0,1652.0,GasA,Ex,Y,SBrkr,1662,0,0,1.0,0.0,2,0,3,1,Ex,Typ,1,Attchd,2006.0,RFn,Y,168,120,0,0,0,0,0,3,2009,WD,Normal
20,FV,8736,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2003,2004,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,771.0,ALQ,360.0,422.0,1553.0,GasA,Ex,Y,SBrkr,1553,0,0,1.0,0.0,2,0,3,1,Gd,Typ,0,Attchd,2003.0,RFn,Y,192,88,0,0,0,0,0,8,2009,WD,Normal
60,FV,8127,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,410.0,Unf,0.0,402.0,812.0,GasA,Ex,Y,SBrkr,812,841,0,1.0,0.0,2,1,3,1,Gd,Typ,0,Attchd,2003.0,RFn,Y,0,45,0,0,0,0,0,3,2009,WD,Normal
20,RL,9605,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1218.0,1218.0,GasA,Ex,Y,SBrkr,1218,0,0,0.0,0.0,1,1,3,1,Gd,Typ,0,Detchd,2007.0,RFn,Y,0,178,0,0,0,0,0,4,2009,WD,Normal
20,RL,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,Gd,No,GLQ,54.0,Unf,0.0,1087.0,1141.0,GasA,Ex,Y,SBrkr,1141,0,0,1.0,0.0,1,1,3,1,Gd,Typ,0,Detchd,2006.0,RFn,Y,182,0,0,0,0,0,0,6,2009,WD,Normal
20,RL,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1158.0,1158.0,GasA,Ex,Y,SBrkr,1158,0,0,0.0,0.0,1,1,3,1,Gd,Typ,0,Attchd,1977.7212165097756,Unf,Y,0,50,0,0,0,0,0,8,2009,WD,Normal
60,RL,10628,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0.0,835.0,835.0,GasA,Ex,Y,SBrkr,871,941,0,0.0,0.0,2,1,3,1,Gd,Typ,0,BuiltIn,2004.0,RFn,Y,146,91,0,0,0,0,0,1,2009,WD,Normal
20,RL,10141,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,Tar&Grv,BrkFace,264.0,Gd,TA,PConc,Gd,TA,Gd,BLQ,516.0,Rec,774.0,222.0,1512.0,GasA,Ex,Y,SBrkr,1512,0,0,0.0,0.0,2,0,3,1,Gd,Typ,0,Attchd,2004.0,RFn,Y,210,36,0,0,0,0,0,1,2009,WD,Normal
20,RL,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1114.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,0.0,0.0,1,1,3,1,Gd,Typ,0,Detchd,2005.0,Unf,Y,248,102,0,0,0,0,0,5,2009,WD,Normal
20,RL,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1114.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,0.0,0.0,1,1,3,1,Gd,Typ,0,Attchd,1977.7212165097756,Unf,Y,0,39,0,0,0,0,0,8,2009,WD,Normal
20,RL,12450,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,836.0,Unf,0.0,278.0,1114.0,GasA,Ex,Y,SBrkr,1114,0,0,1.0,0.0,2,0,3,1,Gd,Typ,0,Detchd,2004.0,Unf,Y,0,42,0,0,0,0,0,6,2009,WD,Normal
20,RL,7328,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2008,2009,Gable,CompShg,BrkFace,140.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1450.0,1450.0,GasA,Ex,Y,SBrkr,1450,0,0,0.0,0.0,2,0,2,1,Gd,Typ,0,Attchd,2008.0,RFn,Y,0,93,0,0,0,0,0,2,2009,New,Partial
60,RL,11492,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,BrkFace,132.0,Gd,TA,PConc,Gd,TA,No,GLQ,637.0,Unf,0.0,276.0,913.0,GasA,Ex,Y,SBrkr,913,1209,0,1.0,0.0,2,1,4,1,Gd,Typ,1,Attchd,1997.0,RFn,Y,0,74,0,0,0,0,0,4,2009,WD,Normal
60,RL,7703,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1992,1992,Gable,CompShg,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,52.0,Rec,364.0,400.0,816.0,GasA,Ex,Y,SBrkr,833,897,0,0.0,0.0,2,1,3,1,Gd,Typ,0,Attchd,1992.0,RFn,Y,0,91,0,0,168,0,0,11,2009,WD,Normal
120,RL,7175,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1332.0,1332.0,GasA,Gd,Y,SBrkr,1332,0,0,0.0,0.0,2,0,2,1,Gd,Typ,0,Attchd,1990.0,RFn,Y,0,60,0,0,0,0,0,2,2009,WD,Normal
60,RL,9109,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,36.0,GLQ,596.0,122.0,754.0,GasA,Ex,Y,SBrkr,754,786,0,1.0,0.0,2,1,3,1,Gd,Typ,0,Attchd,1994.0,RFn,Y,140,32,0,0,0,0,0,10,2009,WD,Normal
60,RL,10274,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1986,1986,Gable,CompShg,BrkFace,141.0,TA,Gd,CBlock,Gd,TA,No,Rec,331.0,Unf,0.0,345.0,676.0,GasA,TA,Y,SBrkr,698,702,0,0.0,0.0,2,1,3,1,TA,Typ,0,Attchd,1986.0,RFn,Y,0,48,0,0,0,0,0,7,2009,WD,Normal
20,RL,8499,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,660.0,Unf,0.0,204.0,864.0,GasA,Ex,Y,SBrkr,864,0,0,1.0,0.0,1,0,3,1,TA,Typ,0,Detchd,1982.0,Unf,Y,0,312,0,0,0,0,0,6,2009,WD,Normal
20,RL,9079,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,864.0,Unf,0.0,0.0,864.0,GasA,TA,Y,SBrkr,864,0,0,0.0,0.0,1,0,2,1,TA,Typ,0,Attchd,1961.0,Unf,Y,158,0,0,0,0,0,0,7,2009,WD,Normal
20,RL,9316,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,544.0,Unf,0.0,480.0,1024.0,GasA,Gd,Y,SBrkr,1020,0,0,0.0,0.0,2,0,3,1,TA,Typ,0,Attchd,1965.0,Unf,Y,171,0,0,0,0,0,0,5,2009,Oth,Family
20,RL,7791,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1963,1995,Gable,CompShg,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,624.0,Unf,0.0,288.0,912.0,GasA,Ex,Y,SBrkr,912,0,0,1.0,0.0,1,0,3,1,Gd,Typ,0,Attchd,1963.0,RFn,Y,0,0,0,0,0,0,0,10,2009,WD,Normal
20,RL,7150,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,LwQ,140.0,BLQ,590.0,182.0,912.0,GasA,Gd,Y,SBrkr,912,0,0,0.0,1.0,1,0,3,1,TA,Typ,0,Attchd,1962.0,Unf,Y,0,0,0,0,0,0,0,10,2009,WD,Normal
60,RL,11949,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,8,1991,2008,Gable,CompShg,BrkFace,196.0,Gd,Gd,PConc,Gd,TA,No,GLQ,601.0,ALQ,216.0,158.0,975.0,GasA,Ex,Y,SBrkr,975,780,0,0.0,1.0,2,1,3,1,Gd,Typ,1,Attchd,1991.0,Unf,Y,502,60,0,0,0,0,0,7,2009,WD,Normal
160,FV,2880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1376.0,1376.0,GasA,Ex,Y,SBrkr,1376,1629,0,0.0,0.0,2,1,3,1,Gd,Mod,1,BuiltIn,2004.0,Fin,Y,0,177,0,0,0,0,0,7,2009,WD,Normal
120,FV,3830,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,Stone,280.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1726.0,1726.0,GasA,Ex,Y,SBrkr,1726,0,0,0.0,0.0,2,1,2,1,Gd,Typ,1,Attchd,2008.0,Fin,Y,0,254,0,0,0,0,0,1,2009,New,Partial
120,FV,4217,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,6,5,2008,2008,Gable,CompShg,Stone,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,962.0,Unf,0.0,183.0,1145.0,GasA,Ex,Y,SBrkr,1256,0,0,1.0,0.0,1,1,1,1,Gd,Typ,1,Attchd,2008.0,Fin,Y,0,169,0,0,0,0,0,3,2009,WD,Normal
160,FV,2998,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,507.0,Unf,0.0,249.0,756.0,GasA,Ex,Y,SBrkr,756,756,0,1.0,0.0,2,1,2,1,Gd,Typ,0,Detchd,2000.0,Unf,Y,0,32,0,0,0,0,0,8,2009,WD,Normal
160,FV,3768,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,549.0,Unf,0.0,142.0,691.0,GasA,Ex,Y,SBrkr,713,739,0,1.0,0.0,2,1,3,1,Gd,Typ,0,Detchd,1999.0,Unf,Y,0,34,0,0,0,0,0,9,2009,WD,Normal
20,RL,15417,Pave,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,7,5,1981,1981,Gable,CompShg,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,LwQ,121.0,Unf,0.0,1619.0,1740.0,GasA,TA,Y,SBrkr,1740,0,0,0.0,0.0,1,1,2,1,Gd,Typ,0,Attchd,1981.0,RFn,Y,228,20,218,0,0,0,0,6,2009,WD,Normal
80,RL,9600,Pave,Reg,Low,AllPub,FR2,Mod,Veenker,Feedr,Norm,1Fam,SLvl,8,5,1976,1976,Gable,CompShg,BrkFace,200.0,Gd,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,392.0,392.0,GasA,Ex,Y,SBrkr,1487,1012,0,0.0,0.0,2,1,4,1,TA,Typ,1,Attchd,1976.0,Unf,Y,0,64,0,0,0,0,0,1,2009,WD,Abnorml
60,RL,12732,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,1974,1974,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Mn,GLQ,560.0,LwQ,42.0,150.0,752.0,GasA,TA,Y,SBrkr,1285,782,0,0.0,0.0,2,1,3,1,Gd,Typ,2,Attchd,1974.0,RFn,Y,297,40,0,0,0,0,0,6,2009,WD,Normal
60,RL,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1967,1997,Gable,CompShg,BrkFace,256.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,932.0,932.0,GasA,Gd,Y,SBrkr,1271,1369,0,0.0,0.0,2,1,5,1,Gd,Typ,1,Attchd,1967.0,RFn,Y,0,120,0,0,168,0,0,5,2009,WD,Normal
20,RL,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,5,1969,1969,Gable,CompShg,BrkFace,128.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,553.0,Rec,147.0,588.0,1288.0,GasA,TA,Y,SBrkr,1336,0,0,0.0,1.0,2,0,3,1,TA,Typ,1,Attchd,1969.0,RFn,Y,312,11,0,0,0,0,650,8,2009,WD,Normal
